Arrival no,Arrival time (sec),Base station ,Call duration (sec),velocity (km/h)
8022,10967.772,2,20.183,107.236
8023,10969.350,9,130.321,149.500
8024,10969.813,14,77.986,121.985
8025,10970.753,4,223.361,118.615
8026,10973.185,18,36.720,122.808
8027,10977.232,8,103.949,128.052
8028,10978.510,12,12.865,122.039
8029,10979.266,4,81.473,128.320
8030,10979.942,1,58.220,127.972
8031,10982.840,7,103.481,111.721
8032,10983.005,15,27.244,120.066
8033,10983.300,19,50.240,133.318
8034,10984.177,12,295.461,133.010
8035,10984.538,5,137.568,125.282
8036,10988.152,9,136.710,115.830
8037,10988.450,11,316.606,131.798
8038,10990.126,11,26.241,126.070
8039,10990.309,6,127.313,125.043
8040,10991.769,20,57.763,133.592
8041,10992.029,2,185.575,122.494
8042,10992.275,20,273.125,110.485
8043,10993.951,18,131.140,128.210
8044,10994.563,2,56.292,111.361
8045,10996.312,15,109.788,126.610
8046,10998.529,3,102.480,116.465
8047,11000.749,11,35.241,109.369
8048,11001.428,20,106.226,121.386
8049,11004.640,20,242.737,117.089
8050,11005.055,8,40.446,111.207
8051,11005.554,15,39.079,117.950
8052,11005.634,13,57.814,106.309
8053,11006.077,5,181.162,122.181
8054,11006.391,4,24.062,110.688
8055,11007.127,3,31.835,117.010
8056,11007.897,18,88.753,114.681
8057,11008.181,14,25.658,117.858
8058,11011.991,17,40.557,131.227
8059,11013.086,7,23.638,119.871
8060,11016.268,1,95.688,113.762
8061,11017.329,13,247.145,123.832
8062,11020.231,7,81.290,119.070
8063,11021.856,8,116.098,111.964
8064,11021.879,1,41.118,126.915
8065,11024.958,8,112.493,139.462
8066,11026.346,11,148.759,133.445
8067,11026.866,9,20.343,124.255
8068,11029.148,15,320.296,112.586
8069,11029.349,7,36.384,124.514
8070,11029.496,20,112.772,99.979
8071,11030.983,7,108.801,117.864
8072,11031.356,4,379.222,132.169
8073,11034.667,18,56.292,118.826
8074,11035.608,9,90.062,127.018
8075,11035.948,15,151.699,112.172
8076,11037.643,10,95.165,125.065
8077,11040.474,11,41.023,129.732
8078,11040.699,3,131.002,126.192
8079,11044.139,12,162.017,117.212
8080,11044.906,16,44.064,108.769
8081,11045.027,3,25.966,106.802
8082,11045.753,13,60.792,133.230
8083,11046.015,9,23.747,137.528
8084,11048.284,6,138.381,122.482
8085,11053.051,11,79.312,124.491
8086,11053.585,17,45.040,112.839
8087,11054.728,20,48.112,124.189
8088,11057.038,15,89.499,123.608
8089,11057.485,14,112.217,117.651
8090,11059.918,14,21.422,121.326
8091,11060.841,18,56.252,125.122
8092,11060.965,7,50.777,124.406
8093,11061.590,8,25.669,125.408
8094,11066.483,6,358.417,125.839
8095,11067.879,6,76.303,117.774
8096,11069.220,12,38.996,126.031
8097,11070.334,4,28.239,109.850
8098,11072.998,14,199.254,123.789
8099,11073.335,20,43.519,130.633
8100,11079.957,19,74.057,107.912
8101,11084.293,10,10.916,121.595
8102,11084.615,1,32.575,133.276
8103,11089.702,5,169.430,120.366
8104,11091.391,9,21.717,126.632
8105,11091.496,8,88.185,106.106
8106,11091.618,19,43.462,119.974
8107,11091.687,17,213.086,113.736
8108,11092.721,20,23.937,114.711
8109,11093.024,6,45.022,114.425
8110,11093.070,8,197.154,124.008
8111,11093.798,8,109.318,120.676
8112,11094.001,17,55.331,112.769
8113,11095.712,8,104.603,123.106
8114,11098.150,9,224.281,126.354
8115,11098.312,17,73.694,113.706
8116,11099.936,19,138.213,109.562
8117,11100.118,17,25.876,125.838
8118,11101.337,13,205.629,107.581
8119,11104.077,7,46.154,122.880
8120,11104.738,6,45.514,109.789
8121,11105.611,2,66.032,128.676
8122,11107.076,12,80.994,113.302
8123,11109.654,9,65.139,128.153
8124,11110.100,18,373.750,119.098
8125,11112.244,20,180.803,123.834
8126,11113.867,19,97.311,130.546
8127,11114.660,17,91.907,121.334
8128,11116.180,6,48.766,121.858
8129,11118.875,19,23.525,113.822
8130,11120.122,16,27.994,108.033
8131,11120.735,2,42.253,132.907
8132,11120.908,3,103.664,111.987
8133,11120.986,9,79.056,110.834
8134,11122.548,2,156.250,120.498
8135,11122.876,6,175.354,127.398
8136,11123.707,8,95.613,128.021
8137,11125.055,10,36.188,111.889
8138,11125.177,18,18.680,111.926
8139,11125.873,15,47.431,120.482
8140,11126.744,14,159.154,118.337
8141,11127.163,5,38.373,138.079
8142,11127.286,5,244.862,111.976
8143,11127.901,6,83.290,115.976
8144,11130.331,20,29.963,112.723
8145,11131.385,6,75.216,116.957
8146,11132.562,15,103.263,116.796
8147,11132.904,19,97.896,112.876
8148,11134.113,4,56.159,115.571
8149,11136.520,15,26.802,109.013
8150,11137.205,4,204.192,121.036
8151,11138.285,4,26.084,111.564
8152,11138.998,5,341.656,112.786
8153,11140.768,9,135.883,116.300
8154,11141.482,6,31.893,139.159
8155,11144.090,1,58.491,132.469
8156,11145.006,19,388.451,123.831
8157,11145.114,20,35.902,116.785
8158,11146.173,6,60.444,121.343
8159,11146.694,17,254.587,124.528
8160,11147.018,16,31.807,98.136
8161,11147.465,16,28.059,114.436
8162,11150.453,11,76.682,129.471
8163,11151.835,13,111.622,134.531
8164,11153.089,19,252.893,123.193
8165,11153.105,13,136.483,132.173
8166,11153.222,20,161.498,127.431
8167,11155.218,1,116.745,119.552
8168,11155.540,18,97.999,116.443
8169,11157.440,14,21.004,119.207
8170,11158.363,2,107.080,121.756
8171,11158.377,8,103.863,127.509
8172,11159.526,8,405.486,116.879
8173,11160.801,15,411.470,140.460
8174,11161.835,11,33.221,125.424
8175,11161.954,20,39.818,110.861
8176,11164.278,4,86.085,114.189
8177,11164.767,14,210.602,123.782
8178,11166.257,8,20.864,115.749
8179,11167.636,15,136.051,142.515
8180,11169.013,10,354.338,115.385
8181,11169.039,3,24.091,111.152
8182,11169.371,2,38.505,114.173
8183,11169.667,7,131.271,119.117
8184,11170.484,18,198.979,119.257
8185,11174.717,10,107.810,111.537
8186,11175.768,15,130.567,122.097
8187,11177.994,15,49.342,127.011
8188,11179.364,20,29.365,133.043
8189,11179.576,15,141.308,127.528
8190,11181.672,16,155.867,114.025
8191,11187.777,2,116.819,130.704
8192,11187.982,8,68.438,127.973
8193,11192.879,19,47.817,115.941
8194,11194.401,1,125.222,123.505
8195,11194.917,20,17.891,112.809
8196,11197.033,19,43.809,101.199
8197,11199.853,6,26.570,120.034
8198,11200.116,11,265.124,132.357
8199,11200.532,12,72.713,114.750
8200,11201.323,19,38.602,102.340
8201,11202.669,4,44.550,113.435
8202,11203.909,13,95.577,124.582
8203,11204.763,20,14.894,117.409
8204,11207.611,13,144.246,129.913
8205,11208.159,5,194.562,135.063
8206,11211.389,4,361.205,130.752
8207,11212.385,5,60.484,112.279
8208,11214.276,18,28.379,113.882
8209,11215.647,9,33.911,114.926
8210,11215.660,9,39.320,121.837
8211,11217.434,2,40.167,111.752
8212,11217.896,4,16.908,117.974
8213,11222.986,4,123.460,133.934
8214,11226.170,12,21.574,134.329
8215,11227.391,5,25.401,121.285
8216,11227.903,17,152.895,139.387
8217,11229.535,19,303.940,123.443
8218,11232.519,2,54.953,120.790
8219,11233.918,11,160.581,130.258
8220,11235.125,1,70.896,112.413
8221,11239.217,10,73.601,116.561
8222,11239.679,14,47.714,110.101
8223,11242.035,3,173.371,117.414
8224,11242.393,11,41.823,116.912
8225,11243.680,17,160.347,123.096
8226,11244.697,10,64.749,127.732
8227,11246.229,10,20.563,115.569
8228,11249.067,14,135.907,110.304
8229,11252.307,11,42.210,125.090
8230,11254.905,5,62.392,130.093
8231,11257.485,13,63.468,120.059
8232,11257.966,17,66.411,102.339
8233,11258.233,4,18.869,125.314
8234,11258.277,15,14.644,123.276
8235,11258.653,17,66.083,143.925
8236,11259.956,7,16.186,108.600
8237,11260.389,5,94.090,122.272
8238,11260.738,5,60.210,128.285
8239,11260.965,4,136.929,104.235
8240,11264.353,13,175.017,124.465
8241,11270.273,15,309.808,113.807
8242,11270.634,1,223.448,127.489
8243,11271.484,4,139.913,131.987
8244,11273.080,2,51.217,116.940
8245,11273.529,2,25.235,120.362
8246,11275.928,11,12.110,125.085
8247,11277.225,17,14.376,114.088
8248,11279.323,4,80.315,126.738
8249,11279.436,10,41.849,116.224
8250,11279.646,1,24.935,121.890
8251,11280.230,10,93.930,121.461
8252,11280.764,15,23.754,120.849
8253,11281.008,18,87.198,110.429
8254,11281.981,20,170.519,128.981
8255,11282.826,8,375.832,132.013
8256,11284.069,5,414.242,118.723
8257,11284.796,12,59.012,115.843
8258,11284.849,20,79.172,118.690
8259,11285.164,18,74.401,113.426
8260,11286.304,1,36.359,115.189
8261,11287.755,11,15.555,136.366
8262,11293.274,7,102.175,142.361
8263,11294.284,16,20.637,120.508
8264,11294.792,14,68.801,130.341
8265,11295.351,7,97.063,110.882
8266,11295.509,7,69.282,121.430
8267,11297.353,18,73.986,115.136
8268,11298.504,6,50.548,123.703
8269,11299.215,19,50.643,126.683
8270,11301.163,20,107.212,121.104
8271,11302.144,11,131.020,109.566
8272,11303.560,17,45.197,107.434
8273,11306.100,19,486.805,124.398
8274,11306.589,17,11.148,114.141
8275,11307.743,18,114.433,120.875
8276,11307.922,10,75.539,112.725
8277,11308.392,6,60.151,129.710
8278,11311.516,19,104.075,114.325
8279,11312.019,20,22.628,133.816
8280,11312.611,20,40.009,114.607
8281,11313.295,8,53.595,107.680
8282,11314.251,8,137.080,139.023
8283,11314.898,6,100.502,114.619
8284,11315.351,2,299.797,123.356
8285,11316.405,11,435.534,125.958
8286,11317.235,5,14.257,93.986
8287,11317.264,16,60.964,118.390
8288,11317.632,20,168.134,126.942
8289,11318.497,17,85.511,116.495
8290,11319.085,1,55.921,104.523
8291,11319.311,4,88.990,119.226
8292,11319.932,8,154.790,101.660
8293,11320.066,1,39.210,123.671
8294,11322.303,7,13.055,115.104
8295,11322.324,2,110.226,124.048
8296,11323.105,5,142.744,119.342
8297,11326.861,9,32.379,106.978
8298,11327.741,7,108.447,123.490
8299,11327.990,20,38.902,109.689
8300,11329.823,15,179.477,122.365
8301,11331.676,14,59.128,138.180
8302,11333.167,7,102.486,131.434
8303,11339.574,11,96.107,124.209
8304,11339.748,3,116.474,116.596
8305,11340.014,2,114.787,117.536
8306,11341.605,8,57.378,110.755
8307,11345.589,6,31.687,114.742
8308,11347.748,15,38.751,120.477
8309,11348.724,1,325.207,115.868
8310,11348.818,1,74.790,121.784
8311,11349.406,18,27.981,117.302
8312,11352.801,18,162.786,124.267
8313,11353.836,14,286.591,112.654
8314,11354.865,19,47.816,123.986
8315,11356.269,4,221.585,109.774
8316,11356.570,8,242.376,108.085
8317,11357.172,2,67.909,98.602
8318,11358.401,3,27.659,122.813
8319,11360.774,18,25.008,110.563
8320,11360.782,16,385.567,117.549
8321,11363.038,13,126.537,104.622
8322,11366.717,13,70.700,129.459
8323,11368.765,9,79.678,125.678
8324,11373.778,12,57.738,125.794
8325,11374.697,6,19.397,116.317
8326,11375.551,11,23.929,101.099
8327,11380.993,8,58.101,137.141
8328,11381.227,7,138.016,125.859
8329,11381.979,17,113.696,117.976
8330,11383.100,9,161.246,126.972
8331,11384.742,13,200.525,120.489
8332,11384.770,11,27.076,118.147
8333,11385.365,8,23.268,126.736
8334,11389.463,13,26.863,125.366
8335,11389.696,19,17.082,113.480
8336,11390.155,14,30.990,121.226
8337,11395.309,4,76.260,129.398
8338,11395.819,3,238.770,118.179
8339,11396.263,11,76.417,123.540
8340,11398.554,11,116.540,124.438
8341,11399.999,3,24.398,106.526
8342,11400.281,3,360.724,129.404
8343,11401.312,6,304.868,124.038
8344,11401.866,18,289.227,119.383
8345,11403.330,7,222.570,123.063
8346,11403.903,17,173.073,117.850
8347,11404.925,12,42.474,129.516
8348,11406.018,13,92.278,141.462
8349,11406.211,7,82.200,120.049
8350,11406.315,15,70.081,134.085
8351,11406.525,2,445.757,132.474
8352,11407.883,9,83.986,122.530
8353,11408.237,7,68.247,118.538
8354,11408.630,14,273.625,136.065
8355,11408.821,5,66.328,125.679
8356,11410.104,11,62.403,132.069
8357,11413.113,11,12.808,108.563
8358,11414.769,14,59.814,124.571
8359,11415.366,1,424.339,108.835
8360,11416.744,8,24.468,117.062
8361,11417.171,13,118.509,122.586
8362,11417.413,1,13.716,124.054
8363,11418.761,11,145.977,134.340
8364,11420.101,1,11.967,125.814
8365,11420.373,9,20.536,126.609
8366,11427.823,5,111.551,120.304
8367,11428.426,15,80.020,122.114
8368,11435.895,15,216.918,123.963
8369,11438.727,13,34.679,106.888
8370,11444.376,12,72.904,125.535
8371,11444.576,6,14.992,127.552
8372,11444.907,5,16.208,145.766
8373,11449.370,17,110.296,123.644
8374,11450.823,3,166.377,124.595
8375,11451.516,12,276.869,123.871
8376,11452.438,13,118.357,119.933
8377,11455.441,18,269.914,117.340
8378,11459.126,3,105.359,133.125
8379,11462.077,8,18.357,118.420
8380,11463.122,5,89.204,132.047
8381,11465.485,2,69.541,124.419
8382,11466.775,9,209.379,117.426
8383,11467.833,12,211.462,137.244
8384,11468.099,4,21.464,129.201
8385,11468.504,19,87.171,121.299
8386,11469.176,4,188.955,117.077
8387,11470.709,7,109.228,114.649
8388,11470.869,2,35.826,118.377
8389,11472.787,13,154.520,121.460
8390,11473.296,13,290.188,132.159
8391,11474.112,8,124.946,108.997
8392,11474.172,14,69.433,111.532
8393,11476.645,11,98.836,108.924
8394,11477.085,11,36.691,98.412
8395,11478.097,15,565.734,127.330
8396,11478.148,7,11.588,107.711
8397,11478.754,9,148.173,115.053
8398,11481.696,16,167.951,124.606
8399,11483.006,5,10.437,119.682
8400,11483.134,5,138.148,123.006
8401,11485.506,10,13.003,119.086
8402,11485.565,20,15.337,137.031
8403,11488.609,16,292.419,111.002
8404,11489.299,4,15.812,98.916
8405,11492.400,15,43.811,129.686
8406,11492.922,7,27.960,102.683
8407,11493.538,19,48.746,134.267
8408,11493.579,7,11.316,118.750
8409,11494.960,2,133.008,123.683
8410,11495.377,10,372.230,119.921
8411,11495.967,19,151.330,116.315
8412,11500.272,5,220.487,112.261
8413,11502.111,5,33.814,127.435
8414,11503.394,7,30.480,127.886
8415,11504.499,7,215.610,123.493
8416,11506.228,20,118.827,126.017
8417,11507.895,8,33.955,122.391
8418,11508.188,2,100.876,125.156
8419,11510.419,11,52.868,114.733
8420,11512.316,7,17.842,108.422
8421,11512.762,8,91.090,113.818
8422,11514.375,10,404.845,108.047
8423,11514.415,11,111.565,105.808
8424,11515.829,13,75.682,108.661
8425,11517.092,8,39.361,130.001
8426,11517.791,4,23.695,114.805
8427,11518.196,10,65.991,123.379
8428,11520.418,2,104.158,130.858
8429,11521.662,14,15.060,124.791
8430,11522.036,20,116.396,118.752
8431,11523.010,11,82.034,101.995
8432,11525.692,17,25.065,114.571
8433,11531.713,15,34.354,105.443
8434,11532.970,11,96.861,124.012
8435,11534.821,6,62.721,122.284
8436,11537.531,18,121.595,117.478
8437,11537.747,20,64.658,110.126
8438,11539.486,5,112.447,123.730
8439,11539.668,1,74.440,120.053
8440,11540.567,15,37.946,115.406
8441,11544.089,3,85.336,130.139
8442,11544.426,5,192.483,137.394
8443,11546.447,4,70.015,124.386
8444,11546.907,9,46.074,113.858
8445,11552.403,20,203.349,126.687
8446,11553.513,16,98.127,114.207
8447,11557.517,19,351.237,121.899
8448,11558.037,7,27.578,127.583
8449,11559.316,9,18.960,111.360
8450,11560.986,11,50.246,112.296
8451,11562.028,4,295.628,104.501
8452,11563.338,20,26.032,114.710
8453,11566.098,1,11.100,119.933
8454,11566.309,19,106.145,121.195
8455,11569.821,2,107.734,121.078
8456,11571.465,11,50.705,123.051
8457,11574.685,4,39.852,116.177
8458,11575.375,4,180.164,137.049
8459,11576.082,8,113.421,118.081
8460,11576.854,11,150.220,124.439
8461,11576.983,13,187.725,126.386
8462,11581.382,8,90.743,126.388
8463,11584.841,10,21.619,117.205
8464,11584.998,14,80.740,108.883
8465,11585.258,14,103.774,116.555
8466,11590.260,12,67.652,117.642
8467,11591.591,4,19.163,131.685
8468,11593.025,10,115.675,120.324
8469,11593.548,2,37.740,131.810
8470,11594.126,3,117.273,124.530
8471,11594.203,1,35.830,123.109
8472,11595.304,11,290.370,114.345
8473,11595.858,17,33.410,128.897
8474,11596.521,20,115.190,110.078
8475,11596.616,1,48.402,119.747
8476,11597.814,5,51.383,107.096
8477,11598.112,5,94.621,121.097
8478,11598.136,15,64.078,137.886
8479,11602.662,19,37.297,135.301
8480,11604.805,7,139.173,115.428
8481,11604.985,5,229.723,100.304
8482,11605.816,3,20.696,105.372
8483,11605.886,10,227.538,118.378
8484,11607.778,15,88.000,117.603
8485,11608.427,14,114.415,109.467
8486,11610.432,9,48.244,113.294
8487,11613.615,10,29.372,119.933
8488,11614.686,9,13.794,140.034
8489,11616.253,11,20.460,125.214
8490,11617.141,2,245.850,120.176
8491,11618.239,16,109.333,104.097
8492,11621.066,19,150.576,117.441
8493,11621.339,7,208.705,108.312
8494,11623.382,14,361.014,118.672
8495,11626.164,13,77.503,114.871
8496,11627.118,14,60.086,106.520
8497,11628.839,8,161.921,125.765
8498,11631.022,5,232.517,114.289
8499,11631.791,19,52.554,130.568
8500,11631.851,20,33.403,119.503
8501,11631.891,5,28.948,107.950
8502,11636.443,2,80.015,110.117
8503,11638.704,20,40.525,126.327
8504,11638.717,17,54.798,112.458
8505,11642.857,14,93.562,99.149
8506,11646.002,10,190.487,126.909
8507,11646.369,7,139.263,125.886
8508,11646.774,7,17.160,126.060
8509,11646.828,6,97.598,138.437
8510,11647.494,18,315.455,111.527
8511,11648.973,15,115.142,120.696
8512,11649.432,2,129.550,119.096
8513,11650.514,11,54.381,115.584
8514,11651.415,19,42.221,112.075
8515,11652.289,4,346.267,105.651
8516,11654.746,15,22.181,138.878
8517,11656.568,15,114.010,128.701
8518,11656.906,15,23.038,122.810
8519,11657.522,19,226.732,120.246
8520,11662.158,3,118.570,126.600
8521,11662.954,9,133.787,125.620
8522,11663.691,20,172.663,118.917
8523,11664.201,10,49.146,118.915
8524,11664.210,15,156.537,131.823
8525,11666.277,17,62.765,108.940
8526,11667.459,1,207.099,120.527
8527,11669.840,16,191.181,121.291
8528,11670.209,16,214.120,113.357
8529,11672.033,12,224.707,112.912
8530,11672.516,14,387.830,123.192
8531,11676.699,3,119.267,108.372
8532,11677.199,6,55.768,111.860
8533,11677.581,2,211.161,117.526
8534,11677.690,20,18.512,133.631
8535,11678.037,15,58.211,122.022
8536,11678.334,3,11.211,123.298
8537,11678.981,15,42.923,126.201
8538,11682.128,1,28.419,118.252
8539,11683.916,19,63.423,133.906
8540,11685.058,18,84.419,131.567
8541,11686.496,18,86.245,110.368
8542,11687.421,14,16.107,127.546
8543,11687.590,6,88.705,115.067
8544,11687.614,12,20.273,130.211
8545,11688.236,16,135.736,125.560
8546,11688.966,20,19.919,121.147
8547,11689.648,20,81.861,127.160
8548,11692.507,15,41.979,122.325
8549,11696.933,20,133.754,120.300
8550,11697.671,20,137.379,122.473
8551,11697.919,15,124.401,144.185
8552,11701.049,12,56.542,123.269
8553,11704.554,15,174.968,121.149
8554,11704.852,1,41.536,112.540
8555,11706.916,16,158.331,99.023
8556,11709.055,2,136.724,135.793
8557,11710.710,12,97.167,112.157
8558,11710.894,16,22.287,106.466
8559,11711.748,19,70.545,121.688
8560,11711.784,18,103.347,125.451
8561,11712.003,10,122.226,125.277
8562,11712.131,16,32.630,122.206
8563,11715.182,11,61.082,108.652
8564,11715.535,5,146.904,127.333
8565,11715.822,19,110.844,121.665
8566,11717.876,9,275.014,119.725
8567,11718.339,2,48.033,111.245
8568,11718.877,3,220.672,118.196
8569,11719.244,5,144.556,124.417
8570,11719.492,4,231.162,113.502
8571,11723.190,17,27.458,121.970
8572,11723.751,1,749.689,125.062
8573,11724.188,17,30.869,124.147
8574,11725.838,20,248.885,112.670
8575,11726.067,3,30.624,113.020
8576,11726.648,7,53.022,107.944
8577,11727.893,5,40.826,107.393
8578,11729.116,7,18.225,128.475
8579,11729.688,2,62.703,121.028
8580,11729.945,4,76.743,119.102
8581,11735.304,3,58.192,136.408
8582,11736.080,9,37.235,111.364
8583,11736.599,16,144.577,110.213
8584,11737.815,6,10.671,149.191
8585,11740.939,1,398.508,126.264
8586,11740.965,6,31.776,126.897
8587,11742.633,13,34.681,119.536
8588,11743.260,2,36.909,93.922
8589,11743.407,9,89.623,127.260
8590,11744.731,12,281.023,127.142
8591,11746.692,19,14.106,127.711
8592,11747.120,9,51.232,128.805
8593,11747.527,19,22.167,127.872
8594,11747.929,3,166.962,105.967
8595,11753.198,17,111.575,126.399
8596,11753.393,2,151.141,120.842
8597,11755.472,17,67.571,117.039
8598,11755.675,8,33.113,125.035
8599,11756.038,17,46.241,114.744
8600,11758.437,14,336.484,112.489
8601,11759.595,13,180.186,129.050
8602,11760.608,19,180.100,134.071
8603,11760.741,18,28.948,120.078
8604,11762.457,2,31.996,123.742
8605,11764.047,4,38.751,130.692
8606,11766.220,5,144.720,131.657
8607,11767.461,19,19.796,132.410
8608,11767.927,15,72.144,134.577
8609,11769.378,14,312.638,118.920
8610,11769.630,10,197.222,125.849
8611,11771.498,7,20.131,121.174
8612,11774.666,11,301.481,115.140
8613,11775.005,7,13.777,125.969
8614,11775.773,11,27.012,120.111
8615,11776.460,9,69.473,98.875
8616,11776.632,16,80.693,108.955
8617,11779.268,7,77.336,102.803
8618,11782.346,5,16.777,110.832
8619,11783.313,4,43.418,109.387
8620,11783.494,6,496.458,120.895
8621,11784.402,7,28.894,118.455
8622,11785.276,17,23.964,118.992
8623,11785.277,5,59.464,121.713
8624,11786.128,17,242.150,118.844
8625,11788.322,1,72.106,116.992
8626,11790.675,9,249.059,115.194
8627,11791.735,20,72.685,115.908
8628,11793.575,13,135.467,131.331
8629,11794.462,15,27.218,124.325
8630,11795.549,17,175.066,147.754
8631,11798.171,4,237.479,147.388
8632,11799.618,4,149.874,118.417
8633,11800.748,4,72.791,121.826
8634,11801.999,4,114.749,118.071
8635,11802.176,5,126.182,129.035
8636,11803.462,2,267.538,113.967
8637,11804.673,12,28.838,110.182
8638,11804.893,3,157.913,122.660
8639,11805.956,7,10.047,111.198
8640,11806.082,11,24.753,125.512
8641,11811.065,1,376.345,109.762
8642,11811.733,5,89.729,117.755
8643,11813.430,15,78.027,126.823
8644,11814.822,15,117.755,119.323
8645,11815.796,19,63.972,132.843
8646,11816.414,15,79.374,114.027
8647,11816.538,11,101.809,103.122
8648,11816.805,14,157.426,106.503
8649,11817.037,12,262.264,115.106
8650,11818.102,17,89.401,123.009
8651,11819.478,14,44.054,109.848
8652,11819.609,11,49.956,117.405
8653,11819.994,13,49.453,113.757
8654,11821.644,10,85.675,123.943
8655,11824.826,20,110.137,131.399
8656,11826.517,16,51.617,111.934
8657,11826.852,7,17.738,114.555
8658,11827.014,19,89.903,134.417
8659,11828.704,16,167.242,127.444
8660,11829.913,19,59.549,117.493
8661,11831.126,19,23.877,125.385
8662,11832.698,14,476.804,105.778
8663,11839.275,14,17.271,122.031
8664,11841.391,1,53.433,119.083
8665,11841.903,19,30.050,116.753
8666,11844.933,11,76.887,132.321
8667,11846.332,20,21.597,117.815
8668,11848.226,12,18.110,117.269
8669,11852.347,1,150.751,114.881
8670,11854.999,6,51.802,111.418
8671,11858.285,18,66.955,118.223
8672,11861.025,16,40.639,121.113
8673,11862.376,13,90.503,112.845
8674,11862.828,17,11.749,129.266
8675,11864.853,12,79.623,118.310
8676,11866.774,5,48.032,110.317
8677,11867.425,12,63.435,112.103
8678,11868.263,3,19.515,117.992
8679,11868.319,8,44.175,133.454
8680,11868.801,1,59.273,119.646
8681,11869.676,19,31.487,116.237
8682,11872.462,17,145.173,124.435
8683,11872.608,6,13.509,123.618
8684,11874.449,6,91.089,122.991
8685,11874.719,17,153.788,107.393
8686,11878.516,5,11.975,111.946
8687,11879.316,6,54.169,96.386
8688,11882.250,15,69.656,134.440
8689,11884.707,20,139.786,134.149
8690,11884.940,8,145.570,114.795
8691,11885.440,9,286.710,109.135
8692,11885.859,9,528.898,143.444
8693,11885.896,14,161.573,114.393
8694,11885.985,11,31.631,105.431
8695,11887.080,20,154.112,118.419
8696,11888.489,9,168.466,129.731
8697,11889.645,11,136.983,122.677
8698,11890.419,5,40.799,119.447
8699,11891.055,14,73.590,115.716
8700,11891.140,11,41.378,128.625
8701,11891.376,2,36.273,126.398
8702,11892.981,6,48.269,117.950
8703,11894.558,5,89.212,115.207
8704,11894.730,18,61.443,108.025
8705,11894.871,19,118.264,119.854
8706,11894.927,7,14.422,117.533
8707,11895.730,18,134.130,111.697
8708,11895.870,12,118.014,108.896
8709,11897.870,16,293.810,141.416
8710,11899.058,18,32.799,122.124
8711,11901.287,8,98.572,129.428
8712,11904.731,1,134.849,115.301
8713,11905.351,19,180.880,120.168
8714,11905.741,4,175.397,124.041
8715,11907.839,16,146.121,118.521
8716,11907.940,12,445.982,118.762
8717,11909.162,6,59.386,131.076
8718,11911.599,2,77.591,114.849
8719,11914.010,4,83.908,118.900
8720,11914.773,16,195.699,123.491
8721,11916.015,15,90.450,103.664
8722,11916.332,5,57.418,116.218
8723,11916.748,3,148.444,124.388
8724,11917.363,6,48.099,122.643
8725,11917.849,17,86.559,123.624
8726,11920.718,6,92.271,105.682
8727,11922.657,12,21.915,128.058
8728,11923.615,20,175.330,118.771
8729,11924.006,19,303.861,106.648
8730,11924.326,19,138.319,118.409
8731,11925.500,9,63.451,116.153
8732,11930.000,17,70.125,119.983
8733,11930.227,6,93.158,118.254
8734,11933.862,13,95.252,120.273
8735,11934.883,13,13.989,117.386
8736,11935.967,17,34.847,128.169
8737,11936.990,13,127.062,130.993
8738,11937.175,1,66.718,125.846
8739,11938.812,19,111.861,112.258
8740,11939.967,17,390.200,118.388
8741,11943.013,19,47.160,117.186
8742,11943.046,7,233.639,116.916
8743,11943.372,7,23.229,127.172
8744,11943.605,18,39.464,108.935
8745,11945.056,7,61.064,102.546
8746,11945.772,7,153.634,131.482
8747,11947.020,12,31.422,131.807
8748,11947.813,15,18.719,128.126
8749,11949.054,17,32.761,134.907
8750,11949.496,17,27.562,114.252
8751,11949.499,10,97.914,133.622
8752,11950.210,17,62.205,118.130
8753,11950.271,6,135.211,127.491
8754,11951.449,6,96.882,103.226
8755,11952.123,12,18.786,138.055
8756,11952.577,13,62.563,106.867
8757,11953.839,7,88.361,129.605
8758,11954.492,1,94.455,116.595
8759,11955.644,1,63.725,115.560
8760,11956.793,6,194.963,127.269
8761,11957.965,4,195.126,139.840
8762,11958.212,6,62.586,126.166
8763,11960.042,14,30.768,99.414
8764,11961.420,16,89.916,106.630
8765,11961.979,8,40.943,116.075
8766,11962.826,15,21.841,108.443
8767,11964.558,11,69.700,102.594
8768,11964.966,12,341.364,103.179
8769,11965.930,5,181.728,136.461
8770,11966.174,17,43.240,126.516
8771,11966.448,9,55.332,124.083
8772,11968.631,17,140.154,121.002
8773,11970.165,14,40.880,120.016
8774,11972.694,6,69.987,119.972
8775,11974.460,19,12.458,109.916
8776,11974.692,4,23.565,124.509
8777,11974.850,7,55.248,116.290
8778,11977.465,8,137.126,107.487
8779,11977.722,12,15.817,123.611
8780,11978.369,18,51.208,128.209
8781,11979.372,18,40.428,126.468
8782,11981.204,18,481.214,118.941
8783,11981.358,19,25.893,115.829
8784,11981.617,9,184.373,122.869
8785,11982.329,18,23.080,110.700
8786,11982.603,6,219.730,120.528
8787,11982.849,14,73.029,127.637
8788,11982.903,17,103.565,109.437
8789,11984.177,2,164.000,129.085
8790,11984.332,17,50.829,113.402
8791,11986.356,13,26.054,140.452
8792,11986.743,7,300.068,128.212
8793,11988.393,14,25.414,104.422
8794,11993.252,1,94.201,119.869
8795,11993.376,16,36.274,109.583
8796,11994.752,5,49.138,127.290
